,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
seq31|0|negative,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,-0.17855,-0.92396,0.21734,-0.51461,-0.25519,-0.26769,0.10045,1.75066,-0.79504,-0.22454,0.18794,-0.1838,-0.19234,-0.27867,-0.72778,3.00321,0.52246,-0.19169,-1.01935,-0.13857,1.43242,-0.02018,-0.02932,-0.28071,-0.21525,0.16481,-0.30461,-0.21571,2.95208,0.08895,0.32311,-0.23907,-0.24428,0.66317,-0.72475,-0.29138,0.82036,-0.28176,-0.10657,0.92152,0.23548,0.86462,-0.2324,0.83457,0.26234,0.4435,-0.56032,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.02247,0
seq32|0|negative,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,1.00496,-0.51986,-1.40448,1.14569,-1.12564,0.49838,-0.19653,-0.23498,1.13248,0.09618,3.36953,-0.22454,-0.9666,-0.1838,-0.16751,4.94185,-1.17747,-0.22001,-2.35302,-0.19169,0.18448,-0.1022,-0.75649,0.51339,-0.21535,1.96317,-0.21525,-1.03039,-0.30461,-0.17555,-0.2232,1.48317,0.40823,-0.23907,-0.24428,-0.59064,0.39782,-1.09533,-0.81807,-0.2663,-0.10657,-0.8201,0.57683,-2.08516,2.91797,-1.89614,-1.09399,0.65253,-1.49152,-0.22407,-0.64513,-0.202,0.73019,-0.22085,-0.13176,-0.28108,0
seq33|0|negative,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,3.38621,-0.94443,0.99325,-0.04233,-0.92396,-0.69929,0.1232,-0.24192,-0.26029,0.41803,-1.21417,-0.79504,-0.22454,-0.35987,-0.1838,-0.18672,-0.25291,-0.46346,-0.27606,-0.52732,-0.19169,-1.01935,-0.13034,-0.75649,0.21696,0.40475,4.20706,-0.21525,0.35111,-0.30461,-0.20662,-0.2232,-0.40682,0.2957,-0.23907,-0.24428,0.85606,-0.54644,0.15689,-0.17479,-0.27826,-0.10657,0.89579,-0.00782,-0.18887,-0.0814,-0.30886,0.52834,-0.17923,0.45881,-0.2974,-0.812,-0.202,-1.36951,-0.32637,-0.17406,0.49681,0
seq34|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,0.52198,1.88486,0.98476,0.83604,-0.25519,-0.26769,-1.46532,0.16049,-0.21662,-0.22454,0.07874,-0.1838,-0.19234,-0.27867,1.84369,-0.29244,-1.12067,-0.19169,-0.29705,-0.13857,0.37356,-0.02018,1.08685,-0.28071,-0.21525,-1.5673,-0.30461,-0.21571,-0.2232,-0.06065,0.37314,-0.23907,-0.24428,-0.59064,-0.05375,-1.71543,-0.14705,-0.28176,-0.10657,-0.12283,-1.26342,1.20174,-1.51588,0.22471,1.20173,1.16768,0.79756,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.56706,0
seq35|0|negative,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.65475,-0.51986,-1.40448,1.1806,-1.12564,-0.17695,-0.25519,-0.26769,0.23194,0.34581,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,3.60692,0.82265,-0.29244,-1.53146,-0.19169,0.42525,-0.13857,0.46372,-0.02018,-0.30836,-0.28071,-0.21525,-1.87092,-0.30461,-0.21571,-0.2232,-0.6272,0.27424,-0.23907,-0.24428,-0.59064,-0.33712,-1.28693,0.57236,2.88319,-0.10657,-0.42372,0.71332,0.78034,-0.66023,0.01094,0.2665,1.60872,-0.20412,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,0.46013,0
seq36|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,-1.40448,-0.92396,-1.12564,1.84903,-0.25519,-0.26769,-1.40108,0.93953,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.75431,-0.29244,-1.94224,-0.19169,1.14755,7.3076,-0.75649,-0.28696,-0.02932,-0.28071,-0.21525,-1.91878,-0.30461,-0.21571,-0.2232,0.29014,0.09181,-0.23907,-0.24428,-0.59064,1.79233,-1.39121,-0.76396,2.88319,-0.10657,-0.30672,-0.52671,1.07532,0.62326,-1.80798,1.34288,0.92499,0.74176,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.52223,0
seq37|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.35368,1.07178,-0.35822,0.83604,-0.25519,-0.26769,-1.01146,0.71801,-0.21662,-0.22454,0.47113,4.13545,-0.19234,-0.27867,0.90565,3.00321,0.11168,3.82133,0.42525,-0.13857,-0.75649,-0.82053,0.24972,-0.28071,-0.21525,-1.21569,-0.30461,-0.21571,-0.2232,0.47528,0.21549,-0.23907,-0.24428,-0.59064,-0.05152,-0.60254,-0.85457,2.88319,-0.10657,0.55594,1.76374,1.66527,-1.51588,-1.28033,0.94547,-0.83717,0.50753,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.41396,0
seq38|0|negative,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,3.58025,-0.16009,-0.24449,3.38621,-0.51123,-0.51986,1.12522,-0.92396,1.21925,-0.25198,-0.24192,-0.26029,0.1418,-0.74053,-0.14432,-0.22454,-0.3449,4.71135,-0.18672,-0.25291,-0.64888,-0.27606,-0.07089,-0.19169,-0.2168,-0.13034,-0.75649,0.21696,0.0947,4.20706,-0.21525,0.42999,-0.30461,-0.20662,3.37545,-0.33598,0.4974,-0.23907,-0.24428,0.85606,-0.0477,-0.35672,-1.23223,-0.27826,-0.10657,-0.17284,0.30171,0.3168,0.39676,-0.55251,-0.97897,0.07252,-0.05825,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,-1.05501,0
seq39|0|negative,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,0.54082,-0.51986,-1.40448,0.67551,-1.12564,-0.94875,-0.21279,-0.24405,1.9243,0.49546,0.9402,-0.22454,-0.1247,-0.1838,-0.17439,-0.19637,0.10927,-0.24009,-0.59252,-0.19169,-1.01935,-0.11228,-0.75649,0.51339,-0.34822,1.96317,-0.21525,1.34537,3.49647,-0.18668,-0.2232,-0.58691,1.06494,-0.23907,-0.24428,1.49905,0.00416,-0.26088,-1.78771,-0.27059,-0.10657,-2.12733,-0.11941,-1.45306,0.98527,-0.55541,-0.33951,-0.64685,-0.16014,-0.25034,-0.71665,-0.202,0.73019,-0.25865,-0.14692,-0.59813,0
seq40|0|negative,-0.14425,-0.20744,-0.22883,4.99754,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,1.04738,1.86432,0.60105,-0.85228,-0.25519,-0.26769,1.26122,-0.03944,0.9402,-0.22454,0.28494,-0.1838,-0.19234,-0.27867,-1.20994,-0.29244,0.52246,-0.19169,-1.01935,-0.13857,-0.75649,0.78018,-0.30836,-0.28071,-0.21525,-0.60723,-0.30461,-0.21571,-0.2232,1.85934,1.68991,2.22314,-0.24428,-0.59064,1.85887,0.33012,-0.4388,-0.28176,-0.10657,0.74865,2.04036,0.9489,-0.2324,1.61513,0.18205,-0.97703,-0.3816,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,0.988,0
seq41|0|negative,6.67382,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,1.65475,-0.51986,-0.87908,0.09034,-0.55007,-0.17695,-0.25519,-0.26769,-0.28783,0.7705,1.51861,-0.22454,-0.41634,-0.1838,-0.19234,-0.27867,-0.23234,-0.29244,-1.12067,-0.19169,1.14755,-0.13857,-0.75649,-0.55375,0.52877,-0.28071,-0.21525,-1.89564,-0.30461,-0.21571,-0.2232,-0.15168,0.54166,-0.23907,-0.24428,-0.59064,-0.93516,-1.17489,0.06536,-0.28176,-0.10657,0.02062,-1.00957,1.24388,-0.66023,-0.53825,1.70178,1.17315,2.16684,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.20631,0
seq42|0|negative,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,2.43451,-0.51986,-1.40448,2.78212,-1.12564,-0.51461,-0.25519,-0.26769,-0.34512,-0.2676,-0.21662,-0.22454,-0.45833,-0.1838,4.89079,-0.27867,1.29573,-0.29244,-1.53146,-0.19169,-1.01935,-0.13857,1.54767,0.24661,-0.5874,-0.28071,-0.21525,-1.2873,-0.30461,-0.21571,-0.2232,0.24239,0.56805,-0.23907,-0.24428,-0.59064,-0.21657,-2.21162,1.17467,-0.28176,-0.10657,1.36222,-0.27605,0.61178,0.19543,1.16397,1.71069,1.49615,0.86805,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.73721,0
seq43|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,9.54803,-0.13001,-0.14945,6.92671,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,2.38175,1.74791,-0.92396,2.32774,0.83604,-0.25519,-0.26769,0.18625,-0.08829,-0.79504,-0.22454,-0.38493,-0.1838,-0.19234,-0.27867,-0.52387,-0.29244,-0.29911,-0.19169,-1.01935,-0.13857,1.41347,-0.02018,0.24972,-0.28071,-0.21525,0.2313,-0.30461,-0.21571,-0.2232,-0.39116,-0.10164,-0.23907,-0.24428,0.66317,-0.5188,-1.00311,-0.02221,-0.28176,-0.10657,-1.05149,0.74868,1.03318,1.05109,0.60624,-0.82332,-1.10651,-0.96625,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.95313,0
seq44|0|negative,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,1.65475,-0.51986,0.63874,0.11908,1.11266,-0.62717,-0.19653,-0.23498,-1.02968,0.37393,1.28725,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,-0.01768,-0.22001,-1.66838,-0.19169,0.18448,-0.1022,0.31021,-0.37589,0.71479,-0.28071,-0.21525,-0.68354,-0.30461,5.2269,-0.2232,-0.91234,0.48617,-0.23907,-0.24428,-0.59064,-0.24923,-2.31801,1.21004,-0.2663,-0.10657,1.68576,-1.20058,-1.4952,1.44002,0.89214,-0.30123,1.91345,0.21955,-0.22407,-0.64513,-0.202,-1.36951,-0.22085,-0.13176,-1.70381,0
seq45|0|negative,-0.14425,-0.20744,-0.22883,4.99754,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,2.04463,-0.51986,-1.40448,0.74326,-1.12564,-0.17695,-0.25519,-0.26769,0.92257,0.49081,2.09702,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.52412,-0.29244,-1.94224,3.82133,-0.29705,-0.13857,1.62663,-0.28696,0.24972,-0.28071,-0.21525,-0.86586,-0.30461,3.89495,-0.2232,-0.09698,-0.59712,-0.23907,-0.24428,-0.59064,-0.20689,0.47599,0.7245,-0.28176,-0.10657,1.0587,-0.97338,0.69606,0.62326,-0.01808,0.88309,2.17265,1.62588,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,0.16571,0
seq46|0|negative,-0.14425,-0.20744,-0.22883,4.99754,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,1.39765,0.69604,0.21734,-0.85228,-0.25519,-0.26769,-0.75991,1.57104,0.36179,-0.22454,-0.47347,-0.1838,-0.19234,-0.27867,-0.88575,3.00321,0.52246,-0.19169,-1.01935,-0.13857,2.34487,1.04696,2.20302,-0.28071,-0.21525,-0.4527,-0.30461,-0.21571,-0.2232,0.50183,-0.68823,-0.23907,-0.24428,-0.59064,-1.03918,-0.4378,2.04563,-0.28176,-0.10657,0.18125,0.74646,1.62313,-0.2324,0.44775,1.37784,-2.08251,1.46763,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.28871,0
seq47|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,6.92671,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,0.86986,1.22251,1.79657,-0.55007,-0.51461,3.74897,3.0803,0.55757,-1.66617,-0.21662,-0.22454,0.705,-0.1838,-0.19234,-0.27867,0.67185,-0.29244,1.34403,-0.19169,-1.01935,-0.13857,0.37625,2.1141,3.31919,-0.28071,-0.21525,-0.5511,-0.30461,-0.21571,-0.2232,-0.01576,-0.02799,-0.23907,-0.24428,-0.59064,0.15796,0.66448,1.27382,-0.28176,-0.10657,0.3861,-1.46442,0.9489,-0.66023,0.4752,0.44228,0.43808,0.48253,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.38659,0
seq48|0|negative,-0.12453,-0.19626,9.19273,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-1.17097,-0.92396,-0.86983,1.62393,-0.22045,3.65197,-1.7031,0.3073,0.00584,-0.22454,-0.3877,-0.1838,-0.17764,-0.21124,0.44862,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,1.31823,-1.44303,-0.40137,-0.28071,-0.21525,-0.89322,-0.30461,-0.19193,-0.2232,-0.0311,-1.70471,-0.23907,-0.24428,-0.59064,0.03205,-0.19126,1.47119,-0.2726,-0.10657,-1.70891,2.71853,0.14824,0.80661,0.01546,-0.88224,0.3288,0.05742,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,2.6604,0
seq49|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,1.65475,-0.51986,0.34685,0.0657,-0.93378,-0.85228,-0.25519,-0.26769,0.46507,1.18459,2.09702,-0.22454,-0.9666,-0.1838,-0.19234,3.60692,0.42803,-0.29244,-0.70989,-0.19169,-0.29705,-0.13857,-0.75649,1.84731,-0.5874,-0.28071,-0.21525,-1.65497,-0.30461,-0.21571,-0.2232,0.45672,1.08934,-0.23907,-0.24428,-0.59064,0.02814,-0.35619,-0.49919,2.88319,-0.10657,-0.34201,-0.11768,0.86462,-1.51588,-0.31891,2.1756,0.04153,-0.37784,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-0.55371,0
seq50|0|negative,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,0.75504,-0.51986,-1.13504,1.35102,-0.83047,-0.80033,-0.20483,-0.23961,-0.61928,2.69917,-0.79504,-0.22454,-0.9666,-0.1838,-0.17102,-0.18092,1.54133,-0.23026,-1.72105,-0.19169,-1.01935,-0.10735,1.27017,-1.33358,-0.28689,-0.28071,-0.21525,0.34453,-0.30461,-0.18124,-0.2232,-0.45847,-1.41989,-0.23907,-0.24428,-0.59064,0.97881,-0.93274,0.41348,-0.26849,-0.10657,0.14468,-0.055,-1.24236,0.5163,-0.45667,0.21856,-0.97208,1.91823,-0.23748,0.24057,-0.202,-1.36951,-0.24014,-0.1395,-0.25386,0
seq51|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.07439,-0.51986,0.52198,-0.92396,-0.93378,-1.18994,-0.25519,-0.26769,-0.32582,2.54708,-0.79504,-0.22454,3.64963,4.13545,-0.19234,-0.27867,-1.24554,-0.29244,3.80873,-0.19169,-1.01935,-0.13857,-0.75649,-1.3541,-0.30836,-0.28071,-0.21525,1.64793,-0.30461,-0.21571,-0.2232,0.17867,0.95349,-0.23907,-0.24428,4.42461,-0.11226,-0.24933,-0.21023,-0.28176,-0.10657,-0.28391,-0.83454,2.08667,-1.51588,1.12719,-1.25513,1.97379,0.53659,-0.31883,-1.14575,-0.202,0.73019,-0.35722,-0.18643,-1.61845,0
seq52|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,0.69712,1.05741,-0.93378,-0.85228,-0.25519,-0.26769,1.30235,-0.01738,-0.21662,-0.22454,0.15523,-0.1838,-0.19234,3.60692,1.12033,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,-0.75649,-0.02018,-0.02932,-0.28071,-0.21525,0.7289,-0.30461,-0.21571,-0.2232,-0.8022,0.05388,-0.23907,-0.24428,0.66317,-0.97885,0.0449,0.54565,-0.28176,-0.10657,0.12346,-1.18243,0.40108,0.62326,-0.30035,0.06387,-0.08543,-1.18273,-0.31883,1.25721,-0.202,0.73019,-0.35722,-0.18643,0.38412,0
seq53|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,0.69712,0.38805,-0.93378,-0.51461,-0.25519,3.0803,-0.73198,-0.02439,-0.21662,-0.22454,-0.44385,-0.1838,-0.19234,-0.27867,0.78527,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,1.38678,-0.82053,0.24972,-0.28071,-0.21525,0.00874,-0.30461,-0.21571,-0.2232,0.09748,-0.0705,-0.23907,-0.24428,0.66317,-0.89464,-0.92996,0.68856,-0.28176,-0.10657,-0.41868,0.39219,1.66527,-0.2324,0.06948,1.60544,-0.7603,0.81831,-0.31883,0.65647,-0.202,-1.36951,-0.35722,-0.18643,0.13308,0
seq54|0|negative,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,2.42466,-0.20684,0.35516,-0.51986,1.63116,0.44554,-0.86983,-0.62717,-0.22045,-0.24832,0.88534,-0.43209,2.40848,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.71264,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,1.44323,0.33553,0.34274,-0.28071,-0.21525,-0.63774,-0.30461,-0.19193,-0.2232,-0.58546,-0.82036,-0.23907,-0.24428,-0.59064,0.39626,-0.83289,0.66383,-0.2726,10.10316,-0.67382,-0.5915,-0.35743,0.22599,0.39429,-0.3102,0.10776,0.31848,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-0.45806,0
seq55|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,6.10497,-0.26697,-0.24643,-0.29463,-0.51986,-0.70395,-0.92396,-0.93378,-0.51461,-0.25519,-0.26769,1.71998,1.33798,0.36179,-0.22454,0.35948,-0.1838,-0.19234,-0.27867,-1.52883,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,-0.75649,0.51339,-0.30836,-0.28071,-0.21525,0.29784,-0.30461,-0.21571,-0.2232,-0.07798,1.19076,-0.23907,-0.24428,1.91698,0.48575,-0.54128,-0.55441,-0.28176,-0.10657,-0.14468,-0.69744,0.48536,-0.2324,0.66557,0.18157,0.25079,-1.0261,-0.31883,-0.24464,-0.202,0.73019,2.74536,-0.18643,-0.51438,0
seq56|0|negative,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,2.66206,-0.18904,2.55447,-0.51986,1.82874,-0.92396,2.41629,-2.35878,-0.20483,-0.23961,2.47045,-1.0034,2.99093,-0.22454,-0.9666,-0.1838,-0.17102,4.70834,-0.20483,-0.23026,-1.72105,-0.19169,-1.01935,-0.10735,-0.75649,0.71861,-0.71619,-0.28071,-0.21525,1.72409,-0.30461,-0.18124,-0.2232,3.42071,-0.08883,-0.23907,-0.24428,1.76026,0.24713,-0.18248,-1.67735,-0.26849,-0.10657,0.55606,-0.90168,-2.1273,0.5163,-0.62652,-1.43272,-0.19637,0.34884,-0.23748,1.62689,-0.202,0.73019,-0.24014,-0.1395,-1.70381,0
seq57|0|negative,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,2.08795,-0.51986,1.12522,-0.92396,1.64559,-0.62717,3.99123,-0.26029,-0.99524,-0.42326,0.50639,-0.22454,0.7286,-0.1838,-0.18672,-0.25291,-0.52007,-0.27606,-0.52732,-0.19169,-0.2168,-0.13034,1.33995,-0.37589,-0.83544,-0.28071,-0.21525,0.54189,-0.30461,-0.20662,-0.2232,-1.35414,-1.52155,-0.23907,-0.24428,-0.59064,1.879,-1.49347,0.86343,-0.27826,-0.10657,0.73831,-0.89153,0.40108,1.35308,-0.61912,-1.04239,-0.18029,-0.76531,-0.2974,-0.47826,-0.202,-1.36951,2.95364,-0.17406,0.66298,0
seq58|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,1.39765,-0.92396,0.4092,0.16072,-0.25519,3.0803,-0.94701,0.00407,-0.79504,-0.22454,-0.47119,-0.1838,-0.19234,-0.27867,1.66549,-0.29244,0.11168,-0.19169,2.59216,-0.13857,-0.75649,-1.88767,-0.86644,1.96317,-0.21525,0.44857,-0.30461,-0.21571,-0.2232,-0.04556,-0.0722,-0.23907,-0.24428,-0.59064,0.04057,-1.65708,0.57935,2.88319,-0.10657,-0.16215,-0.31137,1.79169,-0.2324,-0.1102,-0.0536,0.0119,-0.0003,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,1.78488,0
seq59|0|negative,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,-0.70395,0.06775,-0.35822,-0.85228,-0.25519,3.0803,1.85604,-0.39632,0.9402,-0.22454,-0.9666,-0.1838,4.89079,-0.27867,2.01343,-0.29244,-0.70989,-0.19169,-1.01935,-0.13857,-0.75649,1.58053,-0.86644,-0.28071,-0.21525,0.98264,-0.30461,-0.21571,-0.2232,1.11356,1.0263,-0.23907,-0.24428,-0.59064,1.01829,-0.10948,-0.68815,-0.28176,-0.10657,-0.22214,-0.49707,-0.10459,0.19543,0.26464,0.57908,0.05038,-0.28482,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,-0.75324,0
seq60|0|negative,-0.13671,-0.20317,-0.22436,5.29936,-0.10878,-0.12167,-0.14589,-0.13098,2.86092,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,2.08795,-0.51986,-1.0153,-0.92396,-0.69929,-0.25198,-0.24192,-0.26029,0.53897,-0.30215,-0.14432,-0.22454,-0.33611,-0.1838,-0.18672,-0.25291,0.59659,-0.27606,-1.44017,-0.19169,-0.2168,-0.13034,0.37756,0.51339,-0.83544,-0.28071,-0.21525,2.35928,-0.30461,-0.20662,-0.2232,1.55575,-1.10472,-0.23907,-0.24428,-0.59064,0.28308,-0.74669,-0.33257,-0.27826,-0.10657,-2.44535,-1.28028,-0.61027,2.78757,-1.24395,0.46626,0.38149,1.49011,3.12135,0.52297,-0.202,0.73019,-0.32637,-0.17406,1.10326,0
seq61|0|negative,6.67382,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,3.21426,0.98148,-1.40448,-0.92396,-1.12564,-1.18994,-0.25519,-0.26769,3.03884,-2.06655,-0.21662,-0.22454,-0.36459,-0.1838,4.89079,-0.27867,0.12455,-0.29244,-1.53146,-0.19169,-1.01935,-0.13857,-0.75649,0.51339,-0.86644,1.96317,-0.21525,2.25882,-0.30461,-0.21571,-0.2232,2.47149,0.36705,-0.23907,-0.24428,-0.59064,0.81465,0.27203,-1.33671,-0.28176,-0.10657,0.60844,-0.49542,-0.77883,1.47892,0.5847,1.45377,1.45537,-0.14477,-0.31883,-0.24464,-0.202,-1.36951,-0.35722,2.61212,-0.56824,0
seq62|0|negative,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,2.23,-0.22341,0.96674,-0.51986,0.44987,0.64676,-0.22279,-0.892,-0.23499,-0.25643,0.86792,-0.92504,1.28725,3.9148,0.46836,-0.1838,-0.18379,-0.23946,-1.07706,-0.2675,0.06335,-0.19169,-0.16959,-0.12605,-0.75649,0.04259,-0.8172,-0.28071,-0.21525,-0.06924,-0.30461,-0.20188,-0.2232,-1.12832,-0.05852,-0.23907,-0.24428,2.54389,0.25376,-0.33816,-1.06393,-0.27644,-0.10657,0.11322,-0.55492,-0.14673,-1.00784,0.17879,-1.72058,-1.01344,-0.21245,-0.2862,-0.08562,-0.202,0.73019,3.07069,-0.16761,0.03565,0
