,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative31,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,0.46361,0.44554,0.15339,-0.17695,-0.22045,-0.24832,-0.61964,-1.16765,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.68831,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,0.29694,-1.79874,-0.77343,-0.28071,-0.21525,-0.90363,-0.30461,-0.19193,-0.2232,-0.38116,-0.17861,4.68535,-0.24428,-0.59064,-1.5746,-0.14904,-0.56507,-0.2726,-0.10657,-1.42085,-0.91167,-0.56813,-0.35463,0.15268,1.17315,0.75274,-0.31272,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.79377,0
negative32,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,-0.92396,-1.12564,0.72349,-0.22045,-0.24832,0.35697,-0.39272,0.00584,-0.22454,0.35362,-0.1838,-0.17764,4.31533,0.4667,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,0.40905,-0.7316,-0.77343,-0.28071,-0.21525,-1.3719,-0.30461,4.59684,-0.2232,0.0406,0.36245,-0.23907,-0.24428,-0.59064,-0.02209,0.16773,-0.12062,-0.2726,-0.10657,-0.24037,0.52992,-0.82097,1.38724,-0.25135,-0.20021,-0.03173,-1.09759,-0.26272,0.05573,5.03431,0.73019,3.33793,-0.15406,-0.75443,0
negative33,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,3.27793,-1.40448,0.4168,-1.12564,2.07414,-0.22045,-0.24832,-1.03679,-0.62571,0.00584,-0.22454,0.55625,-0.1838,-0.17764,-0.21124,1.08975,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,1.04696,2.20302,-0.28071,-0.21525,-1.90402,3.20408,-0.19193,-0.2232,-0.13964,0.10692,-0.23907,-0.24428,-0.59064,0.08912,-0.59344,-0.33249,3.41445,-0.10657,-0.62547,0.66498,-0.14673,-0.35463,1.28566,-0.11042,-0.2016,0.10799,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,2.34246,0
negative34,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.91467,-0.51986,-0.47044,-0.92396,-0.10241,-1.97782,-0.22045,-0.24832,2.09838,0.14625,0.00584,-0.22454,-0.07522,-0.1838,-0.17764,-0.21124,-1.14361,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,-0.77343,-0.28071,-0.21525,2.98249,-0.30461,-0.19193,-0.2232,4.64129,0.14408,-0.23907,-0.24428,-0.59064,1.13298,-0.51122,-0.42036,-0.2726,-0.10657,2.23064,-1.48998,-1.53734,0.22599,-0.73471,-0.22205,1.5891,1.10626,-0.26272,3.25967,-0.202,0.73019,3.33793,-0.15406,-1.62595,0
negative35,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.46361,-0.92396,0.92081,-0.62717,-0.22045,-0.24832,0.81942,-1.31718,1.6076,4.6674,-0.9666,-0.1838,-0.17764,-0.21124,0.24693,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,0.38461,0.33553,-0.40137,-0.28071,-0.21525,0.01422,-0.30461,-0.19193,4.27512,0.60233,-0.72342,-0.23907,-0.24428,-0.59064,0.14135,-0.02378,0.58562,-0.2726,-0.10657,0.25674,-0.98779,-1.2845,1.38724,-0.34568,-1.10778,1.00041,-1.37324,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.61805,0
negative36,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.23693,-0.92396,-0.86983,-1.07738,-0.22045,-0.24832,-0.78917,1.35534,-0.79504,-0.22454,0.40945,-0.1838,-0.17764,-0.21124,-0.73236,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,0.33974,-1.08732,-0.02932,-0.28071,-0.21525,-0.15282,-0.30461,-0.19193,-0.2232,-0.00942,1.43204,-0.23907,-0.24428,-0.59064,-0.37206,-2.80891,0.63652,-0.2726,-0.10657,-0.24474,0.97096,0.10611,-0.35463,3.10603,-1.99162,0.44699,0.84637,-0.26272,1.6577,-0.202,0.73019,-0.27646,-0.15406,-0.32482,0
negative37,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,-0.51986,-1.40448,-0.92396,-1.12564,-0.62717,-0.24192,-0.26029,2.14891,1.20139,2.45853,3.61913,0.85392,-0.1838,-0.18672,-0.25291,-2.81291,-0.27606,0.38553,-0.19169,-1.01935,-0.13034,0.50793,0.80982,0.71479,-0.28071,-0.21525,0.66988,-0.30461,-0.20662,3.37545,1.16755,1.27573,-0.23907,-0.24428,-0.59064,0.15637,0.9315,-0.26278,-0.27826,-0.10657,-0.70158,-0.94488,0.3168,1.35308,0.36171,-2.67104,0.93089,-1.29129,-0.2974,-0.812,-0.202,0.73019,-0.32637,2.78453,-0.76713,0
negative38,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.44554,-0.61402,-0.62717,-0.22045,-0.24832,-0.77155,0.51455,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.28377,-0.24955,-0.70989,-0.19169,1.86985,-0.11703,-0.75649,1.40267,-0.02932,-0.28071,-0.21525,-0.10765,-0.30461,-0.19193,-0.2232,0.15962,-0.40424,-0.23907,3.73903,-0.59064,0.60607,-1.21015,-0.06851,-0.2726,-0.10657,0.344,0.69449,-0.52599,0.80661,-0.34621,-0.11915,1.76528,0.93263,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-1.17124,0
negative39,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.23009,0.4168,-0.35822,-0.17695,-0.22045,-0.24832,-1.86984,-1.61235,-0.79504,-0.22454,-0.31544,-0.1838,-0.17764,-0.21124,0.24783,3.58977,0.93324,-0.19169,-1.01935,-0.11703,1.42202,2.46981,3.69124,-0.28071,-0.21525,0.23088,-0.30461,-0.19193,-0.2232,0.94055,-0.13121,-0.23907,-0.24428,1.29008,-0.83096,-0.45436,0.87398,-0.2726,-0.10657,-1.75146,2.39959,0.06397,0.22599,0.88185,1.64176,-1.52902,-0.28278,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.96475,0
negative40,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,8.68434,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.39484,-0.51986,-0.70395,0.44554,-0.35822,-1.97782,-0.22045,-0.24832,1.96584,-0.96467,0.80672,-0.22454,-0.20705,-0.1838,-0.17764,4.31533,-1.34476,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,0.33553,0.71479,-0.28071,-0.21525,0.66287,-0.30461,-0.19193,-0.2232,-0.16002,1.28074,-0.23907,-0.24428,1.29008,1.38838,-0.84672,-0.51132,-0.2726,-0.10657,1.97157,-0.38434,-0.65241,-0.35463,0.91987,0.36947,0.09292,-1.13358,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-1.30852,0
negative41,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,4.0081,-0.70395,0.44554,-0.35822,0.72349,-0.22045,-0.24832,0.31662,-0.40162,2.40848,-0.22454,-0.05878,-0.1838,-0.17764,-0.21124,-0.10453,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,1.45891,-0.28071,5.1565,-1.36473,-0.30461,-0.19193,-0.2232,0.38451,-0.03094,-0.23907,-0.24428,-0.59064,-0.77165,-0.2695,0.05033,-0.2726,-0.10657,0.49902,0.20133,-0.35743,-0.35463,1.14723,-0.69014,0.65664,1.8216,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.46917,0
negative42,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,0.44554,0.15339,0.27327,-0.22045,-0.24832,-0.49665,-0.19486,-0.79504,-0.22454,1.13059,-0.1838,-0.17764,-0.21124,-0.23519,3.58977,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-0.7316,0.34274,-0.28071,2.47062,-0.56927,3.20408,-0.19193,-0.2232,-1.37673,0.43588,-0.23907,3.73903,-0.59064,-0.17517,0.04035,0.13514,-0.2726,-0.10657,0.66049,0.37265,-0.02031,0.22599,0.9042,-1.33924,-1.12162,-1.91336,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.78793,0
negative43,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.47044,-0.92396,-0.10241,-1.07738,-0.22045,-0.24832,-2.09086,2.08284,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.08884,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,1.26711,-1.08732,-0.40137,-0.28071,-0.21525,1.36848,-0.30461,-0.19193,-0.2232,1.25915,-1.25832,-0.23907,-0.24428,3.1708,-1.65802,-0.81053,0.55903,-0.2726,-0.10657,0.0321,-1.60897,-0.39957,0.22599,-0.09365,1.11688,-0.32361,0.93821,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,1.31654,0
negative44,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,0.875,2.44832,-1.40448,-0.92396,-1.12564,0.27327,-0.22045,-0.24832,2.21005,0.74088,-0.79504,-0.22454,1.41378,-0.1838,-0.17764,-0.21124,-1.91515,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,-0.75649,0.69125,-0.77343,-0.28071,-0.21525,0.95566,-0.30461,-0.19193,4.27512,0.59831,0.04383,-0.23907,-0.24428,-0.59064,0.73814,-0.08131,-1.67998,-0.2726,-0.10657,0.97877,-0.84638,-1.36878,0.80661,-0.93973,-2.05123,0.08182,-0.93158,3.50456,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative45,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.47044,1.75961,-0.35822,-1.07738,-0.22045,-0.24832,0.62249,-0.2711,0.80672,-0.22454,-0.2562,-0.1838,-0.17764,-0.21124,0.34898,3.58977,0.38553,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,-0.77343,-0.28071,-0.21525,-0.61023,-0.30461,-0.19193,-0.2232,-0.21675,1.45056,-0.23907,-0.24428,-0.59064,1.25107,-0.76215,0.00889,-0.2726,-0.10657,0.94614,0.16051,-0.65241,-0.93526,0.53324,0.62919,1.79879,-0.14112,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,-1.07024,0
negative46,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.65726,0.69712,0.02874,1.17662,-0.17695,-0.22045,-0.24832,0.53417,0.92235,1.6076,-0.22454,0.77938,-0.1838,-0.17764,-0.21124,-0.25478,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,0.71479,-0.28071,-0.21525,-0.47091,-0.30461,-0.19193,-0.2232,-0.76929,1.29574,-0.23907,-0.24428,-0.59064,0.83767,-0.02194,-1.06489,-0.2726,-0.10657,0.10065,-0.6668,-0.48385,0.80661,0.65067,0.8809,-0.93708,-1.27196,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,0
negative47,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.39484,1.81474,0.23009,-0.92396,0.665,-0.17695,-0.22045,-0.24832,2.30996,-0.03067,1.6076,-0.22454,-0.03047,-0.1838,-0.17764,-0.21124,-1.32735,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,-0.77343,-0.28071,-0.21525,-0.55574,-0.30461,-0.19193,-0.2232,-0.57524,0.31356,-0.23907,-0.24428,-0.59064,-1.21618,-0.25318,-1.19213,-0.2726,-0.10657,-0.82464,0.42606,-1.32664,1.38724,0.60448,-0.90224,-0.51684,-1.85856,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative48,-0.14425,-0.20744,-0.22883,-0.18011,9.54803,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.875,2.48769,-1.40448,0.93421,-1.12564,0.49838,-0.25519,-0.26769,-0.85798,-0.25829,0.36179,-0.22454,-0.36361,-0.1838,-0.19234,-0.27867,-0.36679,-0.29244,-0.70989,-0.19169,0.42525,-0.13857,0.38242,-0.55375,-0.86644,-0.28071,-0.21525,0.60702,-0.30461,-0.21571,-0.2232,0.87039,-1.1037,-0.23907,-0.24428,-0.59064,1.66407,-1.23903,-0.50389,-0.28176,-0.10657,0.40245,-0.29725,0.5275,1.47892,-1.29951,-0.43676,0.77152,-0.97945,-0.31883,-0.24464,-0.202,0.73019,2.74536,-0.18643,1.27418,0
negative49,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,7.1771,-0.20814,-0.20684,-0.68451,-0.51986,0.23009,0.52767,0.665,-0.62717,-0.22045,-0.24832,1.26652,0.19615,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.84416,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,0.00042,-0.30461,-0.19193,-0.2232,-0.02578,1.55359,-0.23907,-0.24428,1.29008,-1.59244,0.30264,-1.518,-0.2726,-0.10657,-0.67117,-1.7119,-0.77883,-0.35463,1.04847,0.32165,-0.7598,-0.91687,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.42128,0
negative50,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,4.12343,-0.24143,-0.13765,2.42466,-0.20684,2.95434,1.41009,-0.47044,0.4168,-0.10241,-1.5276,-0.22045,-0.24832,2.43738,0.10664,2.40848,-0.22454,-0.9666,-0.1838,5.74403,-0.21124,-0.58072,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,-0.75649,-0.37589,-0.40137,-0.28071,-0.21525,-1.30943,-0.30461,-0.19193,-0.2232,0.29597,0.42618,-0.23907,-0.24428,1.29008,-0.34316,0.45836,-0.77654,-0.2726,-0.10657,0.38115,-0.16204,-1.32664,-0.35463,2.08029,0.06613,1.70307,0.77716,-0.26272,-0.34476,-0.202,0.73019,-0.27646,3.10616,0.26758,0
negative51,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.17097,-0.92396,-0.86983,-0.62717,-0.22045,-0.24832,-0.09655,-1.03206,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.21548,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,1.25867,1.75839,1.45891,1.96317,-0.21525,2.14106,-0.30461,-0.19193,-0.2232,0.10955,-0.37099,-0.23907,3.73903,-0.59064,-0.04598,-1.09531,0.32422,-0.2726,-0.10657,-1.34601,1.02619,-0.56813,0.80661,0.77395,-1.36475,-0.48344,-1.01079,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.2059,0
negative52,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,4.12343,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.17097,1.20319,-0.86983,0.27327,-0.22045,-0.24832,-1.66422,0.62209,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.67396,-0.24955,-1.2576,-0.19169,4.75906,-0.11703,-0.75649,-0.7316,0.34274,-0.28071,-0.21525,-0.71459,-0.30461,-0.19193,-0.2232,-0.22493,-1.7122,-0.23907,-0.24428,-0.59064,1.74124,2.52893,0.98839,3.41445,-0.10657,2.11802,0.66183,0.3168,-0.35463,-1.81842,1.42015,0.85169,0.91165,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,2.02222,0
negative53,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,1.16414,-0.92396,1.68823,-0.17695,-0.22045,-0.24832,1.07522,0.60662,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.57413,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,0.46514,-0.30461,-0.19193,-0.2232,0.8788,0.65003,1.4024,-0.24428,1.29008,-0.58636,-0.50756,-1.01411,-0.2726,-0.10657,-1.87368,-0.85837,-1.0738,0.22599,-0.46926,0.02895,-0.15573,-1.87439,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,1.57346,0
negative54,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,1.86467,-0.92396,2.45565,-0.17695,-0.22045,-0.24832,2.11332,-0.87651,0.80672,4.6674,-0.20933,-0.1838,-0.17764,-0.21124,-0.3425,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,-0.02932,-0.28071,2.47062,0.60923,3.20408,-0.19193,-0.2232,-0.59128,1.32114,-0.23907,-0.24428,-0.59064,-0.11658,0.10535,-0.96471,-0.2726,-0.10657,1.86327,-0.36549,-0.90525,1.96786,0.3028,-1.15547,0.34913,-0.44448,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.27087,0
negative55,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,-1.13008,-0.51986,1.43101,-0.92396,-0.94292,-0.62717,-0.26157,-0.27124,0.88438,-0.29032,-0.79504,-0.22454,0.18502,-0.1838,-0.19503,-0.29104,0.18303,-0.30031,0.77675,-0.19169,-1.01935,-0.14252,-0.75649,0.13227,-0.08247,-0.28071,5.1565,0.80447,-0.30461,-0.22007,-0.2232,-0.85207,1.50126,-0.23907,-0.24428,0.58481,0.29941,-0.45067,-0.79969,-0.28344,-0.10657,-0.27117,-1.62293,1.49671,-0.29657,0.86913,-0.49994,-1.5782,0.47565,-0.32913,1.71492,-0.202,0.73019,-0.37204,-0.19237,-0.62119,0
negative56,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,7.76578,-1.20435,-0.51986,1.63116,-0.92396,2.19984,-0.17695,-0.22045,-0.24832,1.5579,-0.89699,0.80672,-0.22454,-0.04397,-0.1838,-0.17764,-0.21124,-2.3943,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,0.43296,-0.37589,-0.40137,-0.28071,-0.21525,1.01828,-0.30461,-0.19193,-0.2232,0.35429,1.08147,-0.23907,-0.24428,-0.59064,-0.67358,1.14584,-0.21308,-0.2726,-0.10657,0.47932,0.58731,-0.69455,1.96786,0.95489,-1.63103,-0.44673,-1.14222,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative57,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.26965,1.63116,-0.92396,0.15339,-1.07738,-0.22045,-0.24832,-0.45716,2.0039,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.88133,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,0.34619,-0.02018,-0.77343,-0.28071,-0.21525,1.09282,-0.30461,-0.19193,4.27512,1.41295,-0.04735,-0.23907,-0.24428,3.1708,2.05202,-0.38371,-0.53806,-0.2726,-0.10657,1.7442,-0.08636,-0.65241,-0.35463,0.56758,-0.18172,1.6472,1.00024,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,-0.45806,0
negative58,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,1.07443,0.23009,-0.92396,0.15339,0.27327,4.44426,-0.24832,-0.67534,0.35783,-0.79504,-0.22454,0.31196,-0.1838,-0.17764,-0.21124,0.42535,-0.24955,1.48095,-0.19169,-0.05628,-0.11703,-0.75649,-1.79874,-0.77343,-0.28071,-0.21525,-0.79411,3.20408,4.59684,-0.2232,-0.23847,1.059,-0.23907,-0.24428,-0.59064,-1.68098,-0.36465,-0.92054,-0.2726,-0.10657,0.04441,0.46022,-0.06245,-1.51588,1.36732,2.1713,0.83475,-1.13428,-0.26272,2.05819,-0.202,0.73019,-0.27646,-0.15406,0.54086,0
negative59,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,0.96674,-0.51986,1.27402,-0.92396,-0.4485,-2.08376,-0.23499,-0.25643,0.59923,0.78928,-0.10094,-0.22454,-0.9666,-0.1838,5.35542,-0.23946,0.70123,-0.2675,1.0299,-0.19169,-1.01935,-0.12605,0.37147,0.04259,0.16765,-0.28071,-0.21525,1.32305,-0.30461,-0.20188,-0.2232,1.19765,0.30804,-0.23907,-0.24428,0.97662,0.06594,-0.22597,0.06083,-0.27644,-0.10657,-0.18748,-1.37656,0.14824,-1.00784,1.15942,0.17808,1.00115,-0.75427,-0.2862,-0.439,-0.202,-1.36951,-0.31026,2.88204,-1.35503,0
negative60,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,1.16414,0.02874,1.68823,-0.17695,-0.22045,-0.24832,-0.4538,-0.75095,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.98584,-0.24955,-1.80531,-0.19169,-1.01935,-0.11703,0.29203,-1.08732,-0.77343,-0.28071,-0.21525,0.58002,-0.30461,-0.19193,-0.2232,-0.17904,0.45158,-0.23907,-0.24428,1.29008,-0.27396,-0.09912,-1.08568,-0.2726,-0.10657,-0.61006,0.56383,-0.77883,0.22599,-0.57529,1.42585,0.44696,-1.63241,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,-1.19564,0
negative61,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,1.3005,-0.23693,-0.92396,0.15339,-0.17695,-0.22045,-0.24832,0.59146,-0.36477,0.80672,-0.22454,-0.23667,-0.1838,-0.17764,-0.21124,-1.98184,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.34446,2.1141,2.20302,-0.28071,-0.21525,0.07226,-0.30461,-0.19193,-0.2232,1.95105,0.85057,-0.23907,-0.24428,-0.59064,-1.23706,0.91096,0.20092,-0.2726,-0.10657,0.39647,0.2908,-0.52599,1.38724,1.78927,-1.05315,-0.06337,-1.12002,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.14996,0
negative62,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,2.73243,1.63116,-0.92396,-0.35822,0.27327,-0.22045,3.65197,0.1185,0.48593,0.00584,-0.22454,-0.31463,-0.1838,-0.17764,-0.21124,2.01486,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-1.44303,-0.40137,-0.28071,-0.21525,-0.60425,-0.30461,-0.19193,-0.2232,-0.2001,0.98788,-0.23907,-0.24428,1.29008,-0.48424,-0.66792,-0.49715,-0.2726,-0.10657,-2.17069,-0.88816,-0.35743,-0.93526,2.09911,0.38167,-1.01936,-1.64226,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-1.241,0
