,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
negative31,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,1.75961,-1.12564,0.27327,-0.22045,-0.24832,-0.27069,-2.7741,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.0789,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,2.23638,-0.7316,-0.40137,-0.28071,-0.21525,2.23481,-0.30461,-0.19193,-0.2232,-0.21779,-1.95581,-0.23907,-0.24428,-0.59064,1.40683,-0.7227,0.96808,-0.2726,-0.10657,0.20031,-0.56534,-0.94739,1.38724,-2.26107,-0.19227,0.26542,0.09449,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.08436,0
negative32,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,1.86467,-0.92396,2.45565,-0.17695,-0.22045,-0.24832,0.70558,-0.37975,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.05189,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,-0.7316,-0.77343,-0.28071,-0.21525,0.19295,-0.30461,-0.19193,-0.2232,-0.02664,1.44324,-0.23907,-0.24428,3.1708,-1.00929,0.54672,-1.14481,-0.2726,-0.10657,-1.99353,-0.26344,-0.56813,0.80661,-0.13647,-0.74719,0.03356,-1.25711,-0.26272,2.05819,5.03431,0.73019,-0.27646,-0.15406,1.57346,0
negative33,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,-0.92396,-1.12564,0.72349,-0.22045,-0.24832,-0.78627,0.76211,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.17095,-0.24955,-2.35302,-0.19169,1.86985,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-2.29651,-0.30461,-0.19193,-0.2232,-0.00084,0.12577,-0.23907,-0.24428,-0.59064,-0.4206,-1.85909,0.54257,7.1015,-0.10657,-0.507,-1.19924,-0.52599,-0.35463,0.01965,1.48167,1.54649,-0.02172,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.43528,0
negative34,-0.08952,-0.1764,-0.19641,-0.13854,-0.04186,-0.06943,-0.12354,-0.10654,-0.15423,-0.16915,-0.18545,-0.07316,-0.10369,-0.13655,0.68006,-0.51986,1.66035,0.02463,2.23182,0.49838,-0.15876,-0.21394,0.06576,1.18702,-0.79504,-0.22454,4.13707,-0.1838,-0.15153,-0.09152,-1.61738,-0.17339,2.78177,-0.19169,-1.01935,-0.0788,-0.75649,-1.48749,-0.44788,-0.28071,-0.21525,-0.1326,-0.30461,-0.14971,-0.2232,-1.76768,-0.28226,-0.23907,-0.24428,-0.59064,-1.02544,-0.33218,0.86388,-0.25635,-0.10657,0.59504,0.47267,-2.71725,-0.35463,-1.05653,-1.72075,-1.37396,0.03945,-0.16308,3.3598,-0.202,0.73019,-0.13307,-0.09657,-1.4904,0
negative35,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,1.16414,-0.92396,-0.35822,0.27327,-0.22045,-0.24832,-0.22795,3.38636,-0.79504,-0.22454,4.05488,-0.1838,-0.17764,-0.21124,-2.01612,7.42908,3.6718,-0.19169,-0.05628,-0.11703,-0.75649,1.04696,2.20302,-0.28071,-0.21525,-0.24247,-0.30461,-0.19193,-0.2232,1.41867,0.84887,-0.23907,-0.24428,1.29008,-1.68727,0.65886,-0.10557,-0.2726,-0.10657,-0.74724,-1.28593,0.65392,-0.93526,1.30695,-2.23842,1.49956,-0.19343,-0.26272,2.85918,-0.202,0.73019,-0.27646,-0.15406,-0.56563,0
negative36,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.65475,-0.51986,1.92305,1.05741,2.5196,-0.51461,-0.25519,3.0803,0.72114,0.64341,0.9402,-0.22454,2.57353,-0.1838,-0.19234,-0.27867,1.0944,-0.29244,0.52246,-0.19169,-1.01935,-0.13857,-0.75649,-0.82053,-0.5874,-0.28071,-0.21525,0.18448,-0.30461,-0.21571,-0.2232,1.0902,1.27153,-0.23907,-0.24428,0.66317,-1.05416,-0.67737,-0.61587,-0.28176,-0.10657,-0.0099,-0.35477,1.03318,0.19543,0.7339,-0.86368,0.18807,-2.63539,2.91497,4.2609,-0.202,0.73019,-0.35722,2.61212,-0.7695,0
negative37,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-1.40448,-0.92396,-1.12564,2.07414,-0.22045,-0.24832,1.55636,0.00626,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.09343,-0.24955,-2.35302,-0.19169,-0.05628,-0.11703,-0.75649,0.69125,-0.77343,-0.28071,-0.21525,0.5589,-0.30461,-0.19193,-0.2232,1.0331,0.38274,-0.23907,-0.24428,-0.59064,0.54056,-0.9557,-1.63413,-0.2726,-0.10657,0.18615,-0.82223,-1.57948,3.12911,-2.42701,-1.17593,0.6027,-2.51347,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,0
negative38,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,1.65889,1.63116,1.10258,0.665,1.17371,-0.22045,-0.24832,-0.81901,1.09563,-0.79504,-0.22454,1.65448,-0.1838,-0.17764,-0.21124,-1.33485,-0.24955,2.02867,-0.19169,-1.01935,-0.11703,0.39134,-0.7316,-0.40137,-0.28071,-0.21525,-0.23448,-0.30461,-0.19193,-0.2232,0.80443,-0.56253,-0.23907,3.73903,3.1708,-1.51314,0.22138,0.38088,-0.2726,-0.10657,1.95658,-1.75757,-0.44171,-0.35463,-0.75473,-1.01878,1.13101,0.95447,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.45181,0
negative39,-0.14425,-0.20744,-0.22883,-0.18011,9.54803,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,2.39028,1.04738,-0.92396,1.36847,1.51137,-0.25519,-0.26769,-0.51112,0.97364,-0.79504,-0.22454,10.70239,-0.1838,-0.19234,-0.27867,-1.57013,-0.29244,3.39794,-0.19169,-1.01935,-0.13857,-0.75649,-1.3541,-0.86644,-0.28071,-0.21525,0.10713,4.76349,-0.21571,-0.2232,2.46089,1.05883,-0.23907,-0.24428,3.1708,0.14207,0.30213,-1.08014,-0.28176,-0.10657,-0.45151,-1.51356,2.42379,-1.51588,0.94942,-1.88554,2.77911,-1.53537,2.91497,4.86164,-0.202,0.73019,-0.35722,-0.18643,-1.70381,0
negative40,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,5.05746,-0.20684,1.39484,2.09277,1.16414,0.08828,-0.10241,-1.97782,-0.22045,-0.24832,1.87934,-0.21177,0.00584,-0.22454,0.08102,-0.1838,-0.17764,-0.21124,-2.18196,3.58977,2.02867,-0.19169,-1.01935,-0.11703,-0.75649,-1.44303,-0.77343,-0.28071,-0.21525,0.01717,-0.30461,-0.19193,8.77344,-0.36173,1.06095,-0.23907,-0.24428,-0.59064,0.27926,-0.15185,-1.04294,-0.2726,-0.10657,0.77792,0.68376,-0.61027,-1.51588,0.5957,-1.42929,-1.00084,0.47398,3.50456,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative41,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,-0.51986,-0.00342,-0.92396,0.4092,-1.07738,-0.22045,-0.24832,0.30162,-0.91037,-0.79504,-0.22454,-0.3807,-0.1838,-0.17764,-0.21124,-0.59342,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,0.33553,-0.40137,-0.28071,-0.21525,1.10289,-0.30461,-0.19193,-0.2232,0.13002,0.38157,-0.23907,-0.24428,-0.59064,-0.64847,0.39644,-0.09882,-0.2726,-0.10657,0.54816,0.79745,-0.94739,0.80661,0.42398,1.56319,1.07595,-2.15546,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.70291,0
negative42,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.70395,-0.92396,-0.35822,-0.62717,-0.22045,-0.24832,-1.01548,0.35409,-0.79504,-0.22454,-0.40674,-0.1838,-0.17764,-0.21124,0.37063,-0.24955,-1.80531,-0.19169,1.86985,-0.11703,-0.75649,0.69125,-0.77343,-0.28071,5.1565,1.72613,-0.30461,-0.19193,-0.2232,0.34602,-0.04575,-0.23907,-0.24428,1.29008,2.41487,-2.3972,-0.28742,-0.2726,-0.10657,-0.34038,0.08269,-0.39957,0.80661,0.07305,-2.15066,-1.73463,2.11642,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.53797,0
negative43,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,-0.51986,-1.40448,-0.92396,-1.12564,0.1232,-0.24192,-0.26029,0.35339,-0.88616,-0.14432,-0.22454,-0.9666,-0.1838,-0.18672,-0.25291,-0.80647,-0.27606,-1.8966,-0.19169,1.38832,-0.13034,-0.75649,-0.37589,-0.83544,-0.28071,-0.21525,0.75221,-0.30461,-0.20662,-0.2232,2.60902,-0.52757,-0.23907,-0.24428,-0.59064,1.39944,-0.23213,-0.61584,-0.27826,-0.10657,-0.96587,-0.62549,-0.18887,1.83124,-1.82553,-0.72234,0.89285,-1.0317,-0.2974,0.52297,-0.202,0.73019,-0.32637,-0.17406,0.66298,0
negative44,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,1.22156,-0.51986,-1.20989,1.68775,-0.91246,-0.62717,3.99123,-0.26029,1.13735,0.58608,0.50639,-0.22454,1.76531,-0.1838,-0.18672,-0.25291,-0.38967,-0.27606,-0.07089,-0.19169,-1.01935,-0.13034,-0.75649,1.10625,-0.52539,-0.28071,-0.21525,0.75963,2.5462,-0.20662,-0.2232,-2.21945,0.48136,-0.23907,-0.24428,0.85606,-0.19747,-0.06762,-1.13268,-0.27826,-0.10657,0.61937,-0.88346,0.02183,0.39676,-0.22231,-0.72042,-0.88139,-0.62909,3.12135,-0.47826,-0.202,0.73019,-0.32637,-0.17406,-1.70381,0
negative45,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,2.43451,-0.51986,-1.40448,2.78212,-1.12564,-0.51461,-0.25519,-0.26769,-0.34512,-0.2676,-0.21662,-0.22454,-0.45833,-0.1838,4.89079,-0.27867,1.29573,-0.29244,-1.53146,-0.19169,-1.01935,-0.13857,1.54767,0.24661,-0.5874,-0.28071,-0.21525,-1.2873,-0.30461,-0.21571,-0.2232,0.24239,0.56805,-0.23907,-0.24428,-0.59064,-0.21657,-2.21162,1.17467,-0.28176,-0.10657,1.36222,-0.27605,0.61178,0.19543,1.16397,1.71069,1.49615,0.86805,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.73721,0
negative46,7.54476,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,2.32287,-0.21526,0.68006,-0.51986,-1.40448,1.60356,-1.12564,0.0763,-0.22784,-0.25244,-0.15316,1.41955,-0.05136,-0.22454,0.33214,-0.1838,-0.18076,-0.22558,-1.34552,-0.25868,-0.29911,-0.19169,-0.11648,-0.12161,1.46448,0.84687,0.94733,4.20706,-0.21525,-0.49306,2.95346,-0.19699,3.92909,-0.4923,-0.4716,-0.23907,-0.24428,-0.59064,-0.03522,-1.58831,1.15085,-0.27455,-0.10657,-0.0345,-1.21502,-0.06245,0.10986,0.02715,-1.90936,0.18929,0.48059,-0.27466,-0.39482,-0.202,-1.36951,-0.29364,-0.16094,-0.85468,0
negative47,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,5.05746,-0.20684,-0.16467,-0.51986,-0.70395,-0.92396,-0.35822,0.72349,-0.22045,-0.24832,1.02157,-0.22843,0.80672,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.93375,-0.24955,-1.80531,-0.19169,0.90678,-0.11703,-0.75649,0.33553,-0.77343,-0.28071,-0.21525,-0.40902,-0.30461,-0.19193,-0.2232,0.33489,-0.44573,-0.23907,-0.24428,-0.59064,-1.14918,-0.4992,-0.92445,-0.2726,-0.10657,-0.29539,-0.6374,-1.20022,1.96786,-1.70512,-1.20518,0.68344,-2.11431,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,-0.92525,0
negative48,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,-0.92396,-1.12564,-0.17695,-0.22045,-0.24832,0.26354,0.5694,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.14076,-0.24955,-2.35302,-0.19169,-1.01935,-0.11703,0.34345,0.69125,-0.77343,4.20706,-0.21525,1.40547,-0.30461,-0.19193,-0.2232,0.79811,-0.43196,-0.23907,-0.24428,1.29008,-1.04224,-0.7029,-0.74232,-0.2726,-0.10657,0.74904,-1.64516,-1.4952,1.96786,-1.41132,0.53232,0.51577,0.1955,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.43528,0
negative49,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,1.10202,-0.70395,0.26486,-0.35822,-0.62717,-0.22045,-0.24832,-0.93222,0.41013,0.00584,-0.22454,-0.9666,5.93513,-0.17764,-0.21124,1.78873,-0.24955,-0.70989,-0.19169,0.90678,-0.11703,-0.75649,1.04696,2.20302,-0.28071,-0.21525,-1.17758,-0.30461,-0.19193,-0.2232,-0.24596,0.09901,-0.23907,-0.24428,-0.59064,1.15524,-0.46829,-0.65972,-0.2726,-0.10657,-1.44216,1.64895,-0.10459,-1.51588,-0.6664,0.4466,-1.80895,0.03403,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-1.30852,0
negative50,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-1.17097,-0.92396,-0.86983,-0.17695,-0.22045,-0.24832,0.43063,0.2402,0.80672,-0.22454,0.31928,-0.1838,-0.17764,-0.21124,0.41507,-0.24955,0.38553,-0.19169,1.86985,-0.11703,-0.75649,-0.02018,-0.40137,-0.28071,-0.21525,-0.55517,-0.30461,4.59684,-0.2232,0.21144,0.21336,-0.23907,-0.24428,-0.59064,0.01099,1.7498,0.64212,-0.2726,-0.10657,0.49204,0.2643,-0.10459,-0.35463,1.04172,0.2503,1.21674,-0.60334,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,0.43528,0
negative51,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.91467,-0.51986,-0.23693,-0.92396,0.15339,-1.07738,-0.22045,-0.24832,0.21949,1.86687,-0.79504,-0.22454,-0.2536,-0.1838,-0.17764,-0.21124,-0.02321,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,0.36841,-0.7316,-0.77343,-0.28071,-0.21525,2.07583,-0.30461,-0.19193,-0.2232,2.03315,-0.87442,-0.23907,-0.24428,1.29008,-1.7306,-1.17136,-0.0208,-0.2726,-0.10657,0.25621,-0.41688,-0.94739,-0.35463,-0.71799,-0.4922,0.43228,0.58411,-0.26272,1.25721,-0.202,0.73019,3.33793,-0.15406,-0.84763,0
negative52,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,1.21202,0.46361,0.49688,0.92081,-1.5276,-0.22045,-0.24832,1.24305,-0.55942,1.6076,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.30158,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,-0.75649,1.75839,-0.40137,-0.28071,-0.21525,0.06779,-0.30461,-0.19193,-0.2232,-0.21666,1.20044,-0.23907,-0.24428,-0.59064,1.47445,0.64762,-0.95168,-0.2726,-0.10657,0.21051,-1.2842,-0.69455,-0.35463,0.15246,-0.70351,2.05877,-2.23837,-0.26272,0.85672,5.03431,-1.36951,-0.27646,-0.15406,1.57346,0
negative53,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.07439,-0.51986,-0.87908,0.93421,-0.55007,0.49838,-0.25519,-0.26769,0.30175,0.66303,-0.79504,-0.22454,1.73635,-0.1838,-0.19234,-0.27867,-1.50036,-0.29244,1.34403,-0.19169,-1.01935,-0.13857,0.37177,-0.82053,-0.5874,-0.28071,-0.21525,1.23294,-0.30461,-0.21571,-0.2232,-0.547,1.23809,-0.23907,-0.24428,-0.59064,-0.32983,0.02247,-0.51714,-0.28176,-0.10657,-0.93879,-0.58655,1.41243,-0.2324,-0.30626,-0.88343,-0.59017,-1.28602,2.91497,3.66017,-0.202,0.73019,-0.35722,-0.18643,-0.39596,0
negative54,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.46361,-0.92396,0.92081,0.27327,-0.22045,-0.24832,-0.59429,-1.72052,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.33073,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,0.30749,-0.02018,-0.40137,-0.28071,-0.21525,2.80381,-0.30461,-0.19193,-0.2232,1.04728,-1.8715,-0.23907,-0.24428,-0.59064,1.09365,1.09632,0.00338,-0.2726,-0.10657,-0.38184,-0.86879,-1.03167,1.38724,-2.0904,0.10594,0.58568,1.13587,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.94746,0
negative55,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.32235,-0.10241,-1.07738,4.44426,-0.24832,0.94416,-1.00319,0.80672,-0.22454,0.61354,-0.1838,-0.17764,-0.21124,1.26732,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,-0.75649,-1.44303,-0.77343,-0.28071,-0.21525,2.30977,-0.30461,-0.19193,-0.2232,-0.89533,0.7532,-0.23907,-0.24428,-0.59064,1.44468,-0.13687,-1.94988,-0.2726,-0.10657,1.19591,-1.09214,-0.65241,0.80661,0.21927,1.28393,-0.75102,1.00204,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,-1.70381,0
negative56,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,0.875,0.86378,-0.87908,1.05741,-0.55007,-0.85228,-0.25519,-0.26769,1.57182,-1.04384,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.7464,-0.29244,-0.70989,-0.19169,0.42525,-0.13857,-0.75649,1.58053,-0.5874,-0.28071,-0.21525,0.46523,-0.30461,-0.21571,2.95208,2.31626,0.54904,4.68535,-0.24428,-0.59064,-0.12964,1.10981,-0.51476,-0.28176,-0.10657,0.05305,1.77919,0.61178,1.05109,0.61676,0.65819,-0.73824,0.53022,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,0.10056,0
negative57,-0.09535,-0.17971,-0.19986,-0.14297,-0.05013,-0.07589,-0.1263,-0.10956,-0.16426,-0.17232,-0.19478,-0.08391,-0.1211,-0.14827,-1.37762,1.71165,0.93063,-0.01232,-0.69929,0.87356,-0.16905,-0.21967,-1.05563,2.08627,-0.79504,-0.22454,-0.0718,-0.1838,-0.15588,-0.11148,0.44042,4.89285,1.29838,-0.19169,-1.01935,-0.08517,0.25064,1.99553,3.19517,-0.28071,-0.21525,0.76086,-0.30461,-0.15675,-0.2232,0.21835,-0.24758,-0.23907,-0.24428,-0.59064,0.3138,-0.00136,-0.15935,-0.25906,-0.10657,-1.30742,1.28981,-2.08516,-0.49979,0.34627,-0.4428,-0.87522,0.66698,-0.17969,1.5242,-0.202,-1.36951,-0.15697,-0.10615,0.19316,0
negative58,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,-1.20435,-0.51986,0.69712,-0.92396,-0.61402,0.72349,-0.22045,-0.24832,0.56816,1.2221,0.00584,-0.22454,3.96374,-0.1838,-0.17764,-0.21124,-2.15366,-0.24955,2.57638,-0.19169,-1.01935,-0.11703,-0.75649,1.40267,-0.77343,-0.28071,-0.21525,-0.40905,-0.30461,-0.19193,-0.2232,0.51775,-0.24587,-0.23907,-0.24428,1.29008,0.39051,0.66932,0.6908,-0.2726,-0.10657,-0.53179,-1.13538,-0.69455,-0.93526,-0.87081,-1.56406,1.03873,0.48334,-0.26272,4.06066,-0.202,0.73019,-0.27646,-0.15406,-1.58999,0
negative59,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,6.30763,-0.13489,-0.24827,3.50218,3.36042,-0.17397,-0.26697,-0.24643,-0.68451,0.99406,-0.35368,0.43323,0.02549,1.51137,-0.25519,-0.26769,-0.01723,-0.77431,0.9402,-0.22454,2.06852,4.13545,-0.19234,-0.27867,-0.56294,3.00321,0.93324,-0.19169,-0.29705,-0.13857,-0.75649,-1.62089,-0.5874,-0.28071,-0.21525,-1.08854,-0.30461,-0.21571,-0.2232,1.08212,0.69226,-0.23907,2.63255,-0.59064,-1.08757,0.47457,-0.8156,-0.28176,-0.10657,-0.5566,-0.5476,1.70741,-1.08805,0.36154,-0.68397,-0.11975,0.21988,-0.31883,0.05573,-0.202,0.73019,-0.35722,-0.18643,-0.06101,0
negative60,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,6.59723,-1.07439,3.92327,0.69712,-0.92396,1.17662,0.49838,-0.25519,-0.26769,1.35143,1.44397,0.9402,-0.22454,3.48737,-0.1838,-0.19234,-0.27867,-2.94655,-0.29244,1.34403,-0.19169,-1.01935,-0.13857,-0.75649,-0.55375,-0.86644,-0.28071,-0.21525,0.94758,-0.30461,-0.21571,2.95208,0.32538,1.50977,-0.23907,-0.24428,-0.59064,0.14359,0.51079,-1.51188,-0.28176,-0.10657,-0.21387,-0.65145,1.32815,-1.51588,1.32465,-2.61126,1.23621,0.21897,2.91497,0.95684,-0.202,0.73019,-0.35722,-0.18643,-1.61845,0
negative61,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,3.19751,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,1.13571,-0.23693,-0.92396,-0.61402,0.72349,-0.22045,-0.24832,-0.74734,-0.79754,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-1.71557,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,0.30657,1.04696,1.08685,-0.28071,-0.21525,-0.04115,-0.30461,-0.19193,-0.2232,0.73559,-0.52462,-0.23907,-0.24428,1.29008,-0.92709,-0.07973,-0.01998,-0.2726,-0.10657,-1.20623,1.59588,-0.23101,1.96786,0.09824,-0.74982,0.41323,-1.34346,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.32482,0
negative62,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.40448,-0.92396,-1.12564,0.27327,-0.22045,-0.24832,-0.4929,0.62696,0.80672,-0.22454,0.41937,-0.1838,-0.17764,-0.21124,-1.7201,-0.24955,-1.2576,-0.19169,0.90678,-0.11703,-0.75649,0.33553,0.34274,-0.28071,-0.21525,-0.94974,-0.30461,-0.19193,-0.2232,-0.30603,0.08028,-0.23907,-0.24428,1.29008,-0.65645,-0.04023,-0.53969,-0.2726,-0.10657,-0.55048,-0.88264,-0.44171,0.80661,-0.35123,-2.15879,0.12275,-0.30435,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,1.52835,0
